Geneid,log2FoldChange,padj
Supt4a,0.423906634,0.006261506
Slk,-0.363198201,0.006266423
Sdad1,0.113105746,0.006269892
Slc29a4,0.413693038,0.006269892
Mrps21,0.49484908,0.006280278
Pyroxd1,-0.418492204,0.006281213
Sox5,-0.24241225,0.006282775
Zscan2,-0.343086841,0.006284813
Gls2,0.231748977,0.006302936
Cog8,-0.300304186,0.006311348
Mrps18c,0.484318918,0.0063222
Zfp941,-0.470737666,0.006342106
Gm11214,0.870903524,0.006347123
Dennd2a,-0.246882248,0.006347123
Blmh,0.212930296,0.006361283
Zmiz1,-0.495990496,0.006361283
Efnb2,-0.768254901,0.006361283
Ppp1r21,-0.337881111,0.006361804
Snord15a,0.810635659,0.006367871
Hsp90aa1,0.250119679,0.006369907
Fancm,-0.488189691,0.006391468
Isg15,-0.514380351,0.006394809
Mcoln1,0.237100297,0.006394809
Gm4907,-0.681747777,0.006394809
Rps15a-ps7,0.618845818,0.006395236
2310057M21Rik,-0.414069631,0.006403414
Dnajb1,0.281932607,0.006405573
Gm12764,0.733629645,0.006406601
Adnp,-0.665840592,0.006410584
Zfp429,-0.507058362,0.006414426
Tnrc18,-0.49044439,0.006414426
Pop7,0.417476884,0.006422615
Setd3,0.164082425,0.006433222
Ezh2,0.234147079,0.006441611
Khsrp,-0.223405361,0.006443761
Snw1,-0.234795659,0.006445234
5730405O15Rik,-0.773318117,0.006445234
Pikfyve,-0.445569304,0.006452944
Fam134a,0.234778672,0.006452944
Gm10232,0.595385639,0.006454061
Gm7293,0.769167897,0.006461487
Rexo4,-0.262958306,0.006467319
Myo9b,-0.396291543,0.006468556
Gm28499,0.871778737,0.006473657
Ppp2r1b,-0.312664371,0.006474445
Acaa2,0.279526292,0.006475201
Cdk2ap2,0.412426619,0.006480066
Gm3788,0.665340556,0.006481075
Snrnp35,0.346849363,0.006481075
Endog,0.4709131,0.006490127
Pdlim1,0.251323286,0.006503539
RP23-26P10.1,-0.82788428,0.006512536
Hnrnpc,0.301360364,0.006512807
Dmtf1,-0.450695723,0.006521962
Marf1,-0.348007906,0.006526428
Tmem70,0.199314736,0.006528262
Serpinb6a,0.353374447,0.006532924
Ranbp2,-0.590317771,0.006546694
Asap2,-0.522246378,0.006549068
Rev1,-0.505546365,0.006560775
Eef2kmt,0.296764494,0.006569561
Gm26165,0.778552522,0.006578129
Trp53rka,-0.430775872,0.006592704
Hcfc1r1,0.479981804,0.006599417
Apex2,0.299226452,0.006605356
Hnrnph2,-0.209172084,0.006609612
Hist1h2bl,0.777134757,0.006615297
RP24-470E5.9,-0.800581674,0.006615955
Fam96a,0.296777679,0.006615955
AL596185.1,0.402680403,0.00663038
Rpl3-ps1,0.79001967,0.00663088
Esd,0.323454384,0.006639854
Phf23,0.266425643,0.00664267
Slc18a1,0.777090878,0.006644796
Slc17a9,-0.763285146,0.006679796
Gm37559,-0.865263267,0.006690209
Phrf1,-0.313701098,0.006695144
Aldh9a1,0.173487924,0.006706661
Dpm3,0.508051849,0.006731884
Med31,0.330961297,0.006745084
Ikbip,-0.211802676,0.006750109
2610306M01Rik,0.556703758,0.006750109
Gtpbp4,0.177962014,0.006750531
Gm15433,-0.757313141,0.00675495
2900097C17Rik,-0.719420962,0.006758446
Setdb1,-0.369595249,0.006758975
Chmp6,0.213671006,0.006759287
Sppl2a,-0.327574819,0.006759473
S100a6,0.483488521,0.006778677
Gm8730,0.591986223,0.006778677
Zfp275,-0.490933055,0.006778677
Atad1,-0.252676044,0.006779913
Zak,-0.345820304,0.006782171
Ptpn11,-0.306802657,0.006806735
Rmi1,-0.356979247,0.006816929
Ormdl3,0.347958806,0.006820762
Etohi1,-0.578595952,0.006822423
P3h3,0.162695718,0.006834562
Gm5138,0.809284886,0.006837513
AC124177.1,0.844523408,0.006848398
Eps8,-0.439776065,0.006862923
Socs6,-0.276952189,0.006876217
Sumo2,0.305782621,0.006878956
Cd300a,-0.799453758,0.006901508
Chrna1os,0.542721338,0.006901508
Ngf,-0.294641371,0.006904874
Adam33,0.46830121,0.006908527
Elk4,-0.302101729,0.006921295
Rapgef6,-0.409812761,0.006925072
Slc13a4,0.850719783,0.006926425
Lzts2,0.240672427,0.006934543
Mknk1,-0.199995165,0.006934543
Arhgap25,-0.341827188,0.00695131
Ercc1,0.354919164,0.006956823
Psmd13,0.371647918,0.006976127
Med20,-0.375080959,0.006983817
Epb4.1,-0.294946904,0.006986683
Arfgef3,-0.696487897,0.006986881
Rassf1,0.350502955,0.006996283
Erlec1,0.145690068,0.007035615
Ubxn8,0.314159641,0.007053892
Gm37274,-0.792974229,0.007098416
Ibtk,-0.373895955,0.007100629
Papd5,-0.475208394,0.007101337
Ptgs2os2,-0.574709553,0.007105385
Tlk1,-0.432829925,0.007109257
Ifit3b,-0.616169092,0.007121954
Ddhd1,-0.438202821,0.007128182
Tns2,-0.276552348,0.007128182
Aaed1,-0.327106583,0.007134329
Cgrrf1,0.336520649,0.007134582
Rhoa,0.217164205,0.007134582
Fbxw11,-0.327201367,0.007151236
Rxrb,0.155859888,0.007155521
Nrarp,-0.666623785,0.007168448
Myo9a,-0.576353038,0.007168448
Mapkbp1,-0.434373238,0.007172128
Rabgap1l,-0.356437135,0.007172408
Usp54,-0.456352675,0.007172529
H2-DMa,0.407099672,0.007172529
Gpn2,0.311527136,0.007172529
Tert,-0.578475439,0.007180149
Lima1,-0.338133562,0.007212928
Coro6,-0.359351005,0.007223832
Prkci,-0.442166713,0.007227192
Slx4ip,-0.46410492,0.007228965
Lekr1,-0.52670165,0.007235227
Sppl3,-0.221217943,0.007251485
Pja2,-0.333256717,0.007256272
Hmgn3,0.437725742,0.007265339
3110001I22Rik,-0.71481446,0.007279715
Slain2,-0.321872848,0.007281874
Arl16,0.302241804,0.007302525
Kansl1l,-0.414555945,0.007311535
Fam126a,-0.361344112,0.007323075
Zfp52,-0.375644953,0.007325908
Slc10a7,-0.23499813,0.007325908
Gm17334,0.754902761,0.007329792
Itch,-0.456784156,0.007342728
E330009J07Rik,-0.596715829,0.007414771
Sart1,0.306923751,0.007415172
Ttyh2,-0.211898693,0.007423121
Snf8,0.458153093,0.007437823
Mzb1,-0.646142257,0.007452306
Gm9899,-0.843471688,0.007452306
Gm20661,-0.935126786,0.007452306
Exoc1,-0.252432819,0.007467956
Rab37,-0.373806497,0.007485618
Gpn1,0.328176023,0.007490022
Hal,0.652049993,0.007496288
Cdkal1,-0.272846008,0.007507884
Fam206a,-0.325788866,0.00751955
Rfk,0.206718638,0.007521287
Hist1h2bp,0.796405215,0.007523678
Surf6,0.195336392,0.007528494
Neurl2,0.485238421,0.007550129
Kctd20,-0.197386402,0.007551658
Slc9b1,0.213932501,0.007551658
Cep104,-0.275577614,0.007551658
Dock10,-0.4818305,0.007604312
Anln,-0.486142462,0.007613669
Pdia3,0.267846313,0.007620935
Sbno1,-0.30422298,0.007626259
Zfhx3,-0.536454937,0.007672876
Spin4,-0.610393672,0.007675103
Lnp,-0.355573901,0.007683564
Rhbdd3,0.333570195,0.007687873
Rps2-ps10,0.68467926,0.007713672
Pias4,0.371708305,0.007716011
Gm12592,-0.680377146,0.007741924
Zbtb20,-0.411738074,0.007748287
Gm16201,-0.773039776,0.007756241
Wdyhv1,-0.367641604,0.007763511
Slco4a1,-0.766916244,0.007763511
Zzz3,-0.394104469,0.007779941
Spag6l,-0.434112203,0.007781229
Zfp784,-0.531205988,0.00778194
Ccdc15,-0.444488993,0.007787285
Smtn,0.218347742,0.00779312
Crlf3,-0.190176861,0.00780121
Ankra2,-0.311891392,0.00780121
Trim23,-0.449279255,0.00780121
RP23-235E15.6,-0.75237664,0.007812754
Cyth4,-0.352309122,0.007817008
Wdr45b,0.169795884,0.007825922
Fubp1,-0.268784167,0.00782659
Chuk,-0.33796659,0.007835868
Rnf130,0.723190945,0.007836919
Phyh,0.316076403,0.00785611
Dusp23,0.514246533,0.007865901
Daxx,-0.202087132,0.007886094
E130307A14Rik,-0.434476371,0.007929183
Etl4,-0.455967587,0.007929183
Dopey1,-0.489000109,0.007929183
Jak2,-0.368081564,0.007931615
Bicd2,-0.384584156,0.007937957
4930579G24Rik,-0.311720274,0.007941242
Dpcd,0.465055022,0.007948159
Immp2l,0.634161504,0.007968803
Mcts1,0.348443683,0.007968803
Eapp,0.345844805,0.007987345
Txlna,-0.33154452,0.007987345
Fam173a,0.466739674,0.007990831
Nfic,-0.269189366,0.007997381
Vmn1r-ps146,-0.716472852,0.008017991
Hyi,0.468443666,0.008020191
Chst1,-0.635865257,0.008024573
Mfsd3,0.394367632,0.00803597
Rnf38,-0.337801092,0.00803597
Rad54l2,-0.510861095,0.00803597
Gspt2,-0.545754914,0.00803597
Ctsh,0.406588237,0.008036249
Mcam,-0.284126064,0.008040218
Gm9522,0.803179907,0.008044645
Pin4,0.467630623,0.008047849
Pdia6,0.285223812,0.0080493
Mipep,0.173836897,0.0080493
Ctnnb1,-0.364624465,0.0080493
Dtna,-0.76142094,0.00806137
Kif22,0.211634209,0.008069796
Dppa2,0.645874612,0.008085639
Pgam1,0.226486832,0.008098775
Abhd11,0.421484393,0.008103338
Efcab9,0.650642468,0.008112439
Adgre5,-0.273819186,0.008139272
Slc30a1,-0.331803477,0.008147119
Phactr1,-0.289071061,0.008169737
Gm6136,0.551102993,0.008174367
Gm5921,0.711787099,0.008174367
Pacrgl,-0.356267527,0.008189091
Rprd2,-0.265164582,0.008202026
Rpp30,0.29575028,0.008204644
Sh3bp5,-0.317624251,0.008208541
Ift81,-0.224176887,0.008208541
Helz2,-0.586525037,0.008229093
Gm12416,0.580264822,0.008229093
Trim11,-0.232140434,0.008238176
Mob3a,-0.48576755,0.008238636
Ccdc57,-0.497758198,0.00823987
Slc38a10,-0.177456249,0.008250837
Rapgefl1,-0.53468197,0.008252861
Luzp4,0.376445505,0.00826215
Dhrs13,0.370880081,0.008262224
Pou2af1,0.309810653,0.008262224
Zranb3,-0.289355677,0.008264607
RP24-468O24.5,-0.804036328,0.00826628
Ankrd28,-0.496371202,0.008266769
Rab4b,0.444620856,0.008285444
Nadsyn1,0.347455476,0.008301897
Tmem69,-0.485460099,0.00832241
Baat,-0.824220199,0.008348888
Krtcap3,-0.743452061,0.008362567
Tmem60,0.322080168,0.008367791
Adamts3,-0.67591922,0.008373267
Gm13068,0.707493066,0.008385342
Cpa2,0.527347214,0.008387475
Dlx4,-0.263474071,0.008391689
Nme2,0.558174678,0.008407527
Gpt,0.426830432,0.008407527
Cass4,-0.772091447,0.008418509
Fgfr1,-0.232878213,0.008420589
Itgb1bp1,0.354605404,0.008427196
Lrrc51,0.468466666,0.008432712
Map3k13,-0.649930488,0.008436598
Socs4,-0.364002394,0.008454547
Mia3,-0.187230603,0.008477191
Cpeb4,-0.582376277,0.008478301
Jun,-0.531287856,0.008482038
Hist1h2an,0.799179136,0.008484813
Wdr81,-0.377332066,0.008486137
Areg,0.449980152,0.008491739
Mrpl46,0.440068343,0.008492545
RP23-192D21.1,-0.396379891,0.00850213
Xaf1,-0.403215787,0.008506237
Prps2,-0.220019936,0.008507252
Aspa,-0.646010528,0.008520921
Gchfr,0.473009623,0.008522863
Mtmr6,-0.39518714,0.008529563
Ankrd24,0.341342972,0.008564039
Gm12183,-0.650947569,0.008564039
Mfhas1,-0.370961202,0.008564039
Polr1d,0.393333263,0.008597858
Tnfrsf14,-0.482511818,0.008608682
2310022A10Rik,0.169096019,0.008623633
1700019L03Rik,0.393904422,0.008636219
Plod2,-0.257337775,0.008655343
Sass6,-0.34600976,0.008678694
Hist1h3d,0.675036397,0.00868442
Zfp518a,-0.607719079,0.008686193
Gm13657,-0.453093943,0.008692002
Zfp128,-0.701398464,0.008692002
Keap1,-0.151969069,0.008708616
Cep350,-0.594985065,0.008710854
RP23-418O21.5,-0.60059006,0.008713611
Ube2n,0.17806637,0.00871686
Dlg1,-0.357328185,0.00871725
RP23-403P24.1,0.773372235,0.008741228
Brip1,-0.30725508,0.008762961
2310003H01Rik,0.195269723,0.00877056
Ippk,-0.297161222,0.008777594
Sepsecs,-0.385330972,0.00878802
Rpl23a-ps2,0.844199889,0.008798383
Ap1s2,-0.29735176,0.008809527
Hist2h4,0.757287386,0.008826527
Tmem198b,-0.302291445,0.008832928
Usp45,-0.420646216,0.00885756
Mrps27,0.276621447,0.008868954
Slc35b4,-0.288968385,0.008872814
Zfyve26,-0.527729707,0.008904254
Ddx3x,-0.339827225,0.008912334
Polr1a,0.32624263,0.008933147
Pan3,-0.394447429,0.008934159
Gm13262,-0.831306728,0.008942424
Lcn2,0.695770305,0.008942424
Nrd1,0.185929492,0.008980417
Ube4bos1,0.74023987,0.00899054
Prrg2,0.424495838,0.009012131
Mtx3,-0.440586175,0.009022141
Rps10-ps1,0.588049747,0.009034859
Gstt1,0.31575052,0.00905979
Cdc42ep5,0.436831483,0.009060887
Pou2f1,-0.475405818,0.009062778
Wfdc2,0.424408279,0.009062778
Sacm1l,-0.389865884,0.009070576
Ercc6l,-0.320058831,0.009070576
Adm2,0.379161954,0.009074626
9030624J02Rik,0.18206608,0.00908406
Zfp820,-0.387364827,0.009101814
Gm10284,0.703099933,0.009108911
Snx27,-0.358293767,0.009124036
Ccnyl1,-0.400383047,0.009129958
Tpgs1,0.387897326,0.009129958
2900009J06Rik,0.757135286,0.009140818
Mapk12,0.26396567,0.009145232
Scyl2,-0.27014413,0.00915219
Aco1,0.235717161,0.009159297
Map3k12,-0.311541077,0.009161425
Tinagl1,0.225120341,0.009171831
Ccny,-0.269693728,0.009195714
Gm8797,0.721464894,0.009207615
Trappc13,-0.197758803,0.009208638
Evi5l,0.209889143,0.009208765
1700020I14Rik,-0.407673227,0.009211441
Ogfrl1,0.379931502,0.009211908
Vimp,0.394906975,0.009255739
Dda1,0.215366508,0.009267784
Ttc41,-0.687917717,0.009274491
Gm38057,-0.789257325,0.009289518
Timmdc1,0.32317515,0.00929144
Sapcd2,0.258392804,0.00933521
Adgrl2,-0.667680226,0.00933521
Hk1,0.128650334,0.00934941
Gm26947,0.381992735,0.009354218
Fam35a,-0.375501271,0.009359371
Sardh,0.161675794,0.009362288
Acvr2b,0.327905494,0.009365655
Pnp2,0.540664768,0.009391462
Gpr108,0.169618677,0.009394442
Pdzd7,-0.442818253,0.009394442
Zfp97,-0.430419101,0.009394848
Rgs9bp,-0.670719064,0.009400921
Gab1,-0.25830026,0.009433895
Tigit,0.574781513,0.009488735
Mtcl1,-0.290085828,0.009515278
Hook3,-0.340414022,0.009521068
Fkbp1b,0.411930256,0.009529542
Wdr61,0.230002787,0.009529542
Hist4h4,0.839760407,0.009536989
A830082K12Rik,-0.264031936,0.009560525
Trp53cor1,-0.676214067,0.009565041
Sec16b,-0.476467469,0.009597759
Pip4k2c,0.196909543,0.00961143
Gm15601,-0.804658122,0.009616422
Gm7967,-0.60414643,0.009627725
2310011J03Rik,0.369452156,0.00966673
2410016O06Rik,-0.435195209,0.00966673
Dexi,-0.367523364,0.00966673
Ndc80,-0.198934585,0.00966673
1700025G04Rik,-0.19513356,0.009667261
8-Mar,-0.296222784,0.009678269
Gm2574,0.774684111,0.009686768
Oxld1,0.384524178,0.009692182
Cep89,0.17220891,0.00969547
Trim14,-0.614581292,0.009711492
Rnf8,0.513121449,0.009714155
Phtf1,-0.306846759,0.009737924
Aptx,0.222942091,0.009761869
Cmklr1,-0.550849185,0.009791827
Med14,-0.456345405,0.009793609
Gm37074,-0.794511963,0.009795373
Pbx2,0.156950407,0.009828193
Gm5963,0.659844856,0.009834741
Ctla2b,0.660049945,0.009841766
Tspyl3,-0.653107503,0.009848306
Serinc5,-0.395095039,0.009870474
Mnd1,0.415505062,0.009871119
Pde4dip,-0.511201764,0.009874281
Chac1,-0.610187912,0.009879857
Srd5a3,0.242424492,0.009883623
Alg3,0.251424142,0.009900298
Rhox2h,0.428058055,0.009933456
Kdm3b,-0.438430821,0.009939813
Ppm1g,0.186703203,0.009939813
Apobec1,-0.35098304,0.009956489
Man2b1,0.167211522,0.009956489
Asxl1,-0.353827233,0.009972023
Nek2,-0.193739321,0.009977879
Slc26a11,0.264726908,0.009977879
Rmnd5b,0.196759064,0.009979505
Csdc2,-0.336690562,0.010042737
Cdk10,0.404101461,0.010042737
Poldip3,0.113989272,0.010042946
Fgfr1op,-0.298279904,0.010069848
Mrpl1,0.310274118,0.01010696
Ppp1r7,0.214180056,0.0101167
Smu1,0.177622636,0.010128305
Ms4a4d,-0.319067105,0.010140783
Parp4,-0.437755499,0.010145636
Gm11585,0.516018001,0.010148101
Hspa5,0.388024349,0.010148101
Rbbp9,-0.284860307,0.010159474
Sik1,0.323235784,0.01016923
Nono,0.16272984,0.01016923
D930015M05Rik,-0.835694497,0.010176873
Dcun1d5,0.278744479,0.010179034
Sfmbt1,-0.295032638,0.010194432
Kctd3,-0.229324815,0.01019622
Rrm2b,-0.396011846,0.010198729
Mrpl43,0.318163413,0.010199175
Reep6,0.187606283,0.010201951
Nudt1,0.520290402,0.010201951
AI606181,-0.485707945,0.01021186
Klhl8,-0.321284759,0.010223086
Mospd1,-0.318133729,0.010230722
Mir8091,-0.777660396,0.01026173
Gm17300,0.711034011,0.010295551
Tmem50a,0.333263225,0.010298354
Zbtb40,-0.434047616,0.010298354
Adpgk,0.201687866,0.010301723
Fdxr,0.305780527,0.010304531
Itgb1bp2,-0.789030684,0.010308717
Slc36a1,-0.398370226,0.010325398
Cerkl,-0.727268323,0.010333769
Tspan14,-0.15883784,0.010335622
A330040F15Rik,-0.705067166,0.010348025
Rpsa-ps10,0.652547574,0.010355834
Smim4,0.495711617,0.010372891
Wapal,-0.357376954,0.010372891
Cnp,0.263316848,0.010391999
Mrps9,0.309380496,0.010392315
Matr3,-0.169277706,0.010417598
Aebp1,0.192355708,0.010430101
Pdgfrb,-0.288056197,0.010435929
Tubb2a,-0.274497797,0.010439058
Parpbp,-0.319258635,0.01046204
6430503K07Rik,0.75503953,0.01046204
Ikbke,-0.421061648,0.010468066
Cd244,0.470725765,0.010481873
Bloc1s6,-0.139233484,0.010490893
Deb1,0.418950118,0.010525891
Rad51d,0.179932742,0.010538504
Hexim1,-0.277519816,0.010545773
Synj1,-0.455045482,0.010553586
Dock8,-0.392361076,0.010558136
Trpc1,-0.34803086,0.010561309
Commd2,0.322533325,0.010571397
Ensa,0.129584732,0.010580466
Gm29667,0.755161427,0.010584898
Mndal,-0.315049247,0.010601572
Caskin2,-0.351080315,0.010604905
Aamdc,0.401944379,0.01061939
Mad2l1bp,0.275887871,0.010625891
Map2k3os,-0.313925285,0.010626895
Clec16a,-0.390726898,0.01063616
Rpl36a-ps3,0.713138139,0.010636742
Rnf11,-0.269509608,0.010644143
Prpf31,0.286851077,0.010645959
Lman1,-0.217024535,0.01064649
Napsa,0.500099463,0.010649081
Ccdc9,0.399372535,0.010651587
Gm22942,0.507768658,0.010674728
Gm28294,-0.762015751,0.010684274
Gpc1,0.171051646,0.010692097
Uqcrb,0.453607211,0.010710509
Slc18a2,-0.404991723,0.010710509
Gsn,0.20705051,0.010714633
Synpo2l,-0.74870142,0.010720524
2610001J05Rik,0.328177239,0.010727705
Rsl1d1,0.19601247,0.010731896
Txndc15,0.215606446,0.010734627
Thap6,-0.415846281,0.010738012
Gm5523,0.656567137,0.010744303
Crls1,0.200067061,0.010744303
Ddx31,-0.218004243,0.010763385
Gm17108,0.736079922,0.010837389
Akirin1,-0.202545478,0.010841485
Gja4,-0.821447461,0.010841485
Gm7132,0.795509388,0.010841829
Tgfbr3l,-0.745176214,0.010846652
Stard9,-0.589722139,0.010849083
Pbxip1,-0.186315995,0.010852482
Ints1,0.289164815,0.010852482
Ube2z,0.093338677,0.010861257
Rbm19,0.19279079,0.010877207
Zfp235,-0.646700787,0.010906203
Sbf2,-0.476870758,0.010906203
Smpd3,-0.482728449,0.010906203
Sav1,-0.248534413,0.010910704
Zrsr2,0.309360277,0.010910704
Me3,0.439839921,0.010927252
Ergic2,-0.270135238,0.010943992
Slc29a3,-0.457470557,0.010945869
Tram1,-0.141688664,0.010953043
Phlpp1,-0.492099425,0.010956668
Hist1h3i,0.7262709,0.010961527
Mef2a,-0.402457531,0.010965021
Tgfb2,-0.595552933,0.010976825
Phex,-0.787301485,0.010980069
B230206L02Rik,0.744170607,0.010983365
Zfp935,-0.548347891,0.010983365
Gm10654,-0.767570046,0.010983365
Edem2,0.223849171,0.010983734
Gm12091,0.801588379,0.01098746
Dennd5b,-0.485109773,0.010990961
Gm9396,0.818271972,0.011015398
Zbtb11,-0.461170513,0.011017454
Arl1,-0.167724727,0.01101923
Synm,-0.5228689,0.011020303
Hmx2,0.302236383,0.011020558
Clcn6,-0.314365207,0.011021567
Zkscan3,-0.325450444,0.011051314
Habp4,0.172897062,0.011054634
Pnpo,0.295876177,0.01105497
Wwc1,-0.298613793,0.011086327
BC003331,0.186514194,0.011090845
Zfhx2,-0.625622276,0.011090845
Glb1,0.1603769,0.011093726
Gm16340,-0.616987903,0.011112594
Cd2bp2,0.240661014,0.011115514
Hprt,0.246710498,0.011120355
Stam,-0.363452342,0.011138354
Gm38079,-0.74880859,0.011139189
Cebpzos,0.334733262,0.011159962
Ctps2,0.167587833,0.011168347
Apbb1ip,0.172056974,0.011217741
1110038F14Rik,0.412372453,0.011218255
Ktn1,-0.19186104,0.01122285
Gm29668,0.738305818,0.011239544
Rhoj,-0.281051663,0.011255564
Fgf9,-0.687535869,0.011259516
Mrpl3,0.226848368,0.011259516
Rgs20,-0.359929235,0.011269875
Gse1,-0.527491114,0.011271249
Arsj,-0.661519597,0.011274788
Gm17518,0.707723613,0.011291793
Csrp2,0.38846284,0.011354275
RP23-441I24.5,-0.703439228,0.01135695
Cyp27b1,-0.588323169,0.011379174
Irf8,-0.527243807,0.011403405
Bace1,-0.351076553,0.011409419
Fhl4,0.682790445,0.011421613
Pex13,-0.148846983,0.011421613
4933427D14Rik,-0.240987228,0.011462402
Cdsn,-0.485728392,0.011462402
Prrt2,-0.792585672,0.011487294
Gm14270,0.666802387,0.011492002
Btaf1,-0.521368692,0.011506929
Nol12,0.342002621,0.011515422
Arhgap21,-0.554388235,0.011540366
Acap3,0.149365364,0.011595088
Atat1,-0.780303847,0.011600751
Polr2m,0.113191361,0.01160328
Gm26772,0.766643436,0.011618603
Pcsk7,0.198111108,0.011618603
Pfkm,0.118571036,0.011624104
Tlr12,-0.74635296,0.011653971
Ptcd2,0.23884598,0.011681597
Fxyd2,0.721901749,0.011682897
Dusp3,-0.281402304,0.011689415
Fam199x,-0.590919581,0.011701349
RP24-196M24.2,-0.789827426,0.011716835
2510002D24Rik,0.542191315,0.011724008
Exosc9,0.198558848,0.011754758
Vim,0.178238093,0.011757425
Cd93,-0.619483801,0.011760998
Rai1,-0.419577997,0.011777461
Tifa,-0.261234187,0.011797721
RP23-151G22.1,0.652003997,0.011798271
Arf6,0.14445534,0.01180708
Mgmt,0.481856417,0.011827473
Slc39a14,-0.364279856,0.011837503
Gm23119,0.761535425,0.011845797
Clint1,-0.308326199,0.011847186
Wnt2b,-0.730257605,0.011847186
Arel1,-0.468216041,0.011868851
Slfn8,-0.466482907,0.011870072
Pgap3,0.310756678,0.011880527
Zswim4,-0.224648264,0.011903454
Erbb2ip,-0.509114273,0.011925671
Sumf1,0.139354271,0.011925671
Hist1h3e,0.565529992,0.011926648
Dhrs7b,0.313221896,0.011936845
Bcl10,-0.172730831,0.011936845
Chtf8,-0.245967802,0.011952272
B3gnt7,-0.744948467,0.01196596
Erap1,-0.304443668,0.01196596
Gm16008,-0.750496877,0.01196596
Gas2,-0.325842639,0.01196596
Qrich1,-0.252719647,0.01196596
0610009B22Rik,-0.289202057,0.011968994
Bpifb1,0.399176995,0.011968994
4930427A07Rik,-0.144931427,0.011976214
Gm37052,0.715374942,0.012013525
2010012O05Rik,0.429375497,0.012015201
Ankrd23,-0.752319244,0.012029673
Gm9050,-0.760445979,0.012029673
Tmem128,0.236140481,0.012051923
Csgalnact1,-0.500219737,0.012059686
Gm2308,0.687310384,0.012076194
Tmod3,-0.306284165,0.012079926
Tmem44,-0.514543784,0.012105052
A930004D18Rik,0.461367295,0.012105052
Rras2,0.198223141,0.012126822
Tapt1,-0.238788495,0.012132396
Mon2,-0.3766231,0.012150839
Arhgef25,0.292208718,0.012154646
Cetn3,0.338447425,0.012154646
Lrch3,-0.494365306,0.012157176
Rrp1,0.242718622,0.012169868
Srsf9,0.299839045,0.012198812
Serpina11,0.49173345,0.012200084
Snhg20,0.611715471,0.012221055
Rdh11,-0.202470677,0.012239898
Ldha-ps2,0.691005889,0.012239898
Gimap6,-0.733675743,0.012242004
Platr22,-0.542962157,0.012274599
Tm2d1,0.278159553,0.012288593
Snora21,0.736747219,0.012288833
Wasf2,-0.300358038,0.012288833
Cmtm6,-0.190766333,0.012290769
Gm26917,0.699186529,0.01232309
Gm8825,0.712641898,0.012350372
Gtf2a2,0.279566662,0.012384749
Hspa13,-0.382834033,0.012392897
2610524H06Rik,0.443237955,0.012408241
Rab27a,-0.563116612,0.012409719
Ccng1,-0.196413657,0.012431549
Tmprss6,-0.542358589,0.012484836
Tppp3,0.476128389,0.012502856
Nos1,0.339918419,0.012523687
Ermard,0.385892857,0.012538385
2310047M10Rik,0.450388135,0.012540251
Tdo2,-0.739356753,0.012551568
6530409C15Rik,-0.661069958,0.012571498
Abl2,-0.481321625,0.012586122
Qk,-0.427820462,0.012586122
Rab26os,0.593184592,0.012586122
Hist1h4c,0.704116869,0.012604706
Gm28988,-0.751983714,0.01263614
Ankrd12,-0.312328338,0.012657588
Lrp4,-0.584788568,0.012693633
Ddx28,-0.353743834,0.012739419
Apoa2,0.737884639,0.012746829
Ccdc74a,0.409700233,0.012752968
Chst5,0.241151038,0.012819512
Gm26569,0.541487007,0.012837169
E130308A19Rik,0.182597876,0.01286002
Syvn1,-0.270565112,0.01287075
Atg2a,-0.281232345,0.012880873
Sacs,-0.574705812,0.012888156
7-Mar,-0.377321637,0.012896683
Pabpn1,0.302574015,0.012979527
Stk38,-0.154138372,0.012989132
Brf1,0.22886447,0.01300031
