Geneid,log2FoldChange,padj
Nup93,0.145177818,0.038080995
Cdon,-0.314091474,0.038080995
RP23-422N18.1,-0.61241883,0.038231485
BC037032,0.616839011,0.038247546
Smarcd1,0.183940194,0.038313912
Stxbp1,-0.179014618,0.038321461
Brsk2,0.192905465,0.038401118
Rfx2,-0.338457283,0.038431829
Rhog,0.24123154,0.038443856
Eid2b,-0.225514591,0.038448403
Tmem57,-0.149691328,0.038495833
Gpsm3,0.246406782,0.038499004
Lsp1,0.302482136,0.038523881
Idi2,0.159149623,0.038584778
Disc1,-0.46512866,0.038690666
Mmp14,0.149143694,0.038704665
Pcolce2,0.194095162,0.038724994
Maf1,0.189155853,0.038762182
Dnajb6,0.144183344,0.03880676
4931406P16Rik,-0.559146554,0.03880676
Mau2,-0.18323348,0.038873217
Tmem106b,-0.205180627,0.038894258
Tbck,-0.24771665,0.038947327
Tpd52,0.114340065,0.038963144
C1ra,0.127075754,0.038972512
Exoc3,-0.143418114,0.038975343
Sele,-0.487050223,0.038999111
Gm2991,0.442818023,0.039005991
Pld1,-0.351142135,0.039065616
Dsp,0.539114592,0.039193945
RP23-357D17.3,0.56197133,0.039193945
Cap1,0.157518064,0.039272561
Ttbk1,-0.480988841,0.039307721
Adrbk2,-0.403202642,0.039316931
Amh,0.598353411,0.039340232
Lrrc16b,-0.470872374,0.039340232
RP23-189N6.3,-0.622184538,0.039340232
Scara3,-0.218803446,0.039362731
Adamts12,-0.470991928,0.039390293
Desi2,-0.250352801,0.039519345
Kdm3a,-0.331930274,0.039591373
Lhx6,-0.38732225,0.039628799
Chd5,-0.302313776,0.03972491
Ppp2r2a,-0.10233569,0.039765476
Gm12569,-0.567102674,0.039807629
Ddx26b,-0.379458714,0.039923497
Gm10146,0.612206449,0.039984836
Fhdc1,-0.25524342,0.04000928
Qpctl,0.117687437,0.040034328
Gm26881,0.614648199,0.040089675
Zc3hav1,-0.310857485,0.040130283
Otulin,0.250165372,0.040141029
Rabif,-0.1370779,0.040153433
Obscn,-0.609061855,0.040153433
Ttll7,-0.261168198,0.040222806
Tef,0.188502996,0.040382281
Kif5c,-0.601631999,0.040401655
4921536K21Rik,0.239913479,0.040441978
Notch2,-0.469957105,0.040482401
Rcn3,0.300738349,0.040570848
Lect2,0.618203107,0.040621835
Rdm1,0.401245435,0.040623043
Fas,-0.267223452,0.040623043
Cntrl,-0.296033105,0.040636039
Mfsd4,-0.57068843,0.040804379
Met,-0.341164733,0.040804379
Echdc1,-0.474254817,0.04086236
Gm7952,0.575162985,0.040943462
Mir7240,-0.654421153,0.041011159
Gm26860,0.618928583,0.041029526
Gm17102,-0.617138838,0.041052677
Ptpn12,-0.248796619,0.041068998
Prkag1,0.31569795,0.041137013
Odc1,0.22327628,0.041144777
Gm26648,-0.577819246,0.041162645
BC021767,-0.568566641,0.041206834
Mphosph8,0.337703204,0.041207676
L3hypdh,-0.126630495,0.041324223
Abt1,0.24229087,0.041452985
Gm4575,0.579877942,0.041475682
Igf2bp2,-0.202068396,0.041497483
Mmgt2,0.177479822,0.041533903
Tbc1d19,-0.194867364,0.041578002
Ache,-0.463519984,0.04159996
Angpt2,-0.313295231,0.041614617
Mocos,-0.137065995,0.041621045
Akap13,-0.358898162,0.041630671
A630001G21Rik,0.214075332,0.041633458
Gna15,-0.215282302,0.041633458
2-Mar,0.191604139,0.041633458
Cd274,-0.353572914,0.041646982
Lrig1,-0.301269408,0.041670268
Naf1,-0.279844925,0.041734538
Dock5,-0.349624008,0.041754522
Helq,0.191275876,0.041754522
2210016L21Rik,0.281952382,0.041754522
Txnl4b,-0.447483076,0.041898885
Hus1,-0.303243666,0.041964503
Idnk,0.361105314,0.04199062
RP23-301L9.3,-0.614814355,0.041991754
Gm8129,0.636990933,0.041991754
Wdr19,-0.305115182,0.042021152
Lepr,-0.609917907,0.042062354
Gm14323,0.630688881,0.042066566
Tmcc2,-0.217057616,0.0420955
RP23-425I8.2,-0.610158755,0.042109429
Fdft1,0.194141057,0.042120987
Rpl10-ps3,0.558838828,0.042273762
Gm8245,0.605379544,0.042417191
Gm14420,-0.432875159,0.042417191
Vbp1,0.182516125,0.042490107
Gm37864,0.578969194,0.042507511
Bphl,0.203463316,0.042542034
Zbed5,-0.294198169,0.042550312
Dr1,-0.312817723,0.042571886
Intu,-0.270060929,0.042577465
Obfc1,-0.229742011,0.042594524
Cyb5r4,0.141693477,0.042621858
Usp47,-0.239506015,0.042643575
Homer1,-0.407154634,0.042689219
Dhx40,-0.182111632,0.042707498
Gm17111,0.665253459,0.042762345
Gm5835,0.311468588,0.04277307
Wbp5,0.385998764,0.042780981
Psmb9,0.299144564,0.042881014
Pla2g1b,0.445393612,0.04294819
Tyk2,-0.238795875,0.043099423
Akirin2,0.135634718,0.043199475
1300017J02Rik,-0.581196576,0.043251901
Tsga10,-0.421070959,0.043357881
Ccdc159,-0.367664032,0.043366739
Prepl,-0.221000574,0.043377534
Gm37639,-0.625220873,0.043394703
Ccp110,-0.394239149,0.043394703
Tulp4,-0.363571906,0.043458234
Gm37876,-0.514212549,0.043458234
Gm37123,0.347816471,0.043461895
Dirc2,-0.13409389,0.043502788
Fmnl1,0.576923428,0.043516919
Ago2,-0.433464833,0.043516919
Gm6733,-0.479919978,0.04358008
Ubqln1,0.181516616,0.043584584
Pnisr,-0.398932636,0.043584584
Ythdc2,-0.476582053,0.043655827
Serp2,0.495606779,0.043661009
Lrp2bp,-0.478922526,0.043664933
Smc4,0.183484766,0.04376507
2310022B05Rik,0.166232205,0.043773497
Snx9,-0.197109776,0.043879837
B3gnt2,-0.333332248,0.043940565
Cul4b,-0.206200077,0.043976233
Gm18859,0.608349596,0.0439908
Ap5m1,-0.364109338,0.0439908
Mus81,0.272716092,0.0439908
Chtop,0.119535644,0.0439908
Sgsm3,0.327995762,0.044035575
A030012G06Rik,-0.614788638,0.044037137
Tmem42,0.523878051,0.044077868
Rwdd3,0.304277669,0.044117375
Gm38043,0.554744047,0.044267388
Gm8337,-0.466399879,0.044352194
1700001G11Rik,0.537738129,0.044378938
Atad2,-0.366884158,0.044386932
Ccdc51,-0.298550714,0.044386932
Gm15408,0.574153715,0.044398713
Eps8l1,-0.301621823,0.044421266
Meis1,-0.32789951,0.04460646
Prkch,-0.594260783,0.044614457
Vegfc,-0.289278838,0.044622796
Arhgef3,-0.520784813,0.044626399
Brms1,0.26041396,0.044626399
Tmem245,-0.408662662,0.044626399
Car3,-0.707823437,0.044670313
4930550C14Rik,-0.421873929,0.044777859
Aoc3,-0.587643411,0.044936091
Eif4ebp2,-0.379804699,0.044959721
BC051226,0.344587958,0.045106649
Leng1,0.227060539,0.045106649
Ykt6,0.150924391,0.045155818
Gm6939,-0.588289318,0.045201868
Tnr,-0.487501965,0.045239152
Trub1,-0.252235513,0.045239152
Med1,-0.190430561,0.045280913
Inafm1,0.301640008,0.04530341
Snora17,0.544281752,0.045338912
Sccpdh,0.166317894,0.045418178
Ldb2,0.21940193,0.045445725
Tusc3,0.132027733,0.045467764
Ing4,-0.302852134,0.04550746
Nkx2-2,0.258164913,0.045512737
8430432A02Rik,-0.511519788,0.045558086
Dbn1,0.094039703,0.045558086
Samhd1,-0.112221282,0.045558086
Zfp397,-0.359221508,0.045576302
Gm28875,-0.459956,0.045642388
Trappc1,0.323946218,0.045726652
Sp9,-0.589099133,0.045726652
RP23-7E4.9,0.5656141,0.045726652
Itga7,0.193805851,0.045896652
Stag2,-0.352810114,0.045897272
Micu2,0.128085488,0.045907313
Bnip3,-0.220822263,0.045915479
Arl13b,-0.255634184,0.045924358
Gm22200,0.596491098,0.045932977
Ttc30b,-0.602413017,0.045998026
Slc17a5,-0.136732602,0.045998026
Pear1,-0.166522783,0.046184436
Pkd2,-0.358536975,0.046339623
Nyap1,-0.242485104,0.046339623
Gm37115,0.584978055,0.046434181
Usb1,0.158016807,0.046489598
Cxcl9,-0.553425587,0.046523369
Mak16,0.151534494,0.046721844
Ccpg1,-0.583131637,0.046721844
Thoc3,0.223590052,0.046853824
Vps45,0.183713877,0.04686825
Gm14176,0.546317022,0.046872562
Enox1,-0.538763184,0.046875576
Api5,-0.189096115,0.04688971
8030462N17Rik,-0.433083976,0.046897541
Ushbp1,-0.359607574,0.04695778
Gm11478,0.422665872,0.047000043
Ccser2,-0.321909636,0.047004698
Ccbl1,0.193903512,0.047228926
Stk35,-0.295542685,0.047252
Gm8513,0.637107915,0.047259344
Cdc27,-0.285914201,0.047290359
F2r,-0.271420747,0.047290424
Gm38082,0.592677916,0.047333929
Sptbn4,-0.260960427,0.047342215
Gm10355,0.58746609,0.047365554
2010310C07Rik,-0.518330103,0.047377162
Rtn4,-0.16573569,0.047416349
Harbi1,-0.182481772,0.047416349
Ubtd1,0.191228968,0.047420237
Gm6377,-0.434277988,0.0474559
Sgk3,-0.509219491,0.047482085
Tmem186,-0.198598703,0.047496339
Dnajc1,-0.129519607,0.047634975
Amot,-0.720544449,0.047647829
Gm12504,0.58197345,0.047665668
Endou,-0.355381985,0.047743515
Ptpn2,0.20919667,0.047743515
Gm22270,0.585196155,0.047755943
Hist1h2ad,0.587307597,0.047829546
Zfp825,-0.456038405,0.04785151
Fam188a,-0.210355891,0.04785151
Chst11,-0.32420914,0.047859919
Ttc9c,-0.219934849,0.047859919
Gm2830,0.507841438,0.047936132
Max,0.191936447,0.04810225
Pard3,-0.277033459,0.04820378
Il2rg,0.204227087,0.04820378
0610007P14Rik,0.222367657,0.048247177
Slc25a19,0.17255093,0.048251189
Atl3,-0.394256101,0.048251189
Gm38376,0.613409951,0.048255813
Syt7,-0.454533582,0.048255813
Ccdc130,0.187151116,0.048294258
Myo1e,-0.209561402,0.048294258
Tmed3,0.280919828,0.04837979
Gm23969,0.514612198,0.048385574
Nipbl,-0.340708856,0.048401262
Fut2,-0.612614076,0.048401262
Atp6v0a1,0.14868468,0.048437051
2410080I02Rik,0.516376459,0.048437051
Nqo1,0.15942579,0.048452147
Herc3,-0.582456935,0.048533233
Dusp18,-0.258765668,0.048536443
Myom1,-0.501762082,0.048586327
Gm22571,0.569436141,0.048607891
Gpr135,-0.519110738,0.048622227
Gtf3c3,-0.285699654,0.048643739
Ikbkb,-0.177738463,0.048684826
2610035F20Rik,-0.512913571,0.048739832
Fnbp1l,-0.320063055,0.04878926
Tsr3,0.266221296,0.048822825
Specc1,-0.288820035,0.048921793
Ptgfrn,-0.298663247,0.048921793
Gm8976,0.654930242,0.048948031
Diexf,-0.176378167,0.049015792
Gm2076,0.636230142,0.049031715
Plaur,0.177376199,0.049056724
Igfbp5,-0.620164209,0.049079132
Il12rb2,-0.524906387,0.049079132
Kitl,-0.344802542,0.049127033
Gm8055,0.581512223,0.049200732
Fcer2a,-0.627307813,0.049205429
Ap3d1,0.238716864,0.0492638
Gm10250,0.495411312,0.0492638
Mcmbp,-0.136386142,0.04937362
Vma21,0.20476345,0.04937362
Lyrm1,0.437532506,0.049406463
Optn,0.110582126,0.049435274
Slc39a7,-0.262766314,0.049442953
Casc5,-0.382979805,0.049467118
2610035D17Rik,0.474441894,0.049499035
Ttc21b,-0.262654079,0.049591416
Prkar1b,0.134599194,0.049593362
Slc25a22,0.167781038,0.049689405
Ets2,-0.240049337,0.049700257
Dync1li1,-0.165742038,0.049700257
Bod1,0.188777395,0.049732556
Mir7052,-0.573864734,0.04973412
Asic3,-0.591771145,0.049755923
Ssc5d,0.245612017,0.049786101
Ercc5,-0.133081366,0.049827597
Papd4,-0.139302029,0.049834528
Tubd1,-0.213402249,0.04997452
A730017L22Rik,-0.521272639,0.04997452
Soat1,-0.187718034,0.050009278
Acpp,-0.300888051,0.05003719
Usp34,-0.454396917,0.050057722
Dhdds,-0.156680897,0.050065518
Gm6378,-0.689116177,0.050089159
Bcor,-0.344596367,0.050099778
Car12,0.267346624,0.050122753
Ddn,0.221570518,0.050123191
1110051M20Rik,0.192833634,0.050133146
Impact,-0.366082968,0.050150337
Ube2l3,0.266217654,0.0501733
Sh3d21,-0.598285579,0.050218409
Mettl4,-0.211327951,0.050242753
Cnrip1,0.132500388,0.050253591
Neil3,-0.267652907,0.050287924
Zfp566,-0.31244296,0.050325952
Tiam1,-0.573136424,0.050354043
Fxyd1,0.49839579,0.050360506
Calr3,0.214372301,0.05038218
Rpsa-ps1,0.642558489,0.050383706
Alg10b,-0.461804041,0.050416106
Gpsm2,-0.137016917,0.050416106
Preb,0.148711784,0.050416106
Mast1,-0.609652854,0.050416106
Ptdss2,0.11596179,0.050462997
Pbk,0.169570986,0.050479376
Nab2,-0.145296982,0.050515338
Armc9,-0.264854048,0.050598875
Hfe,0.208050871,0.050817916
Rpgrip1,-0.473097885,0.050817916
Ccdc50,-0.270381235,0.050817916
Gm26765,-0.651477427,0.050838797
Tuft1,-0.128451182,0.050838797
Zfp626,-0.566793339,0.050856112
Lcmt1,0.241677401,0.051035858
Ifi27,0.289750848,0.051045161
Wdfy3,-0.460573657,0.051045161
Gm22392,-0.598380077,0.051086185
Aasdhppt,0.19701912,0.051171437
Wnt10b,-0.251076932,0.05126958
Prep,0.21653685,0.051322254
RP23-240E15.3,0.598355819,0.051331324
Ttc23,-0.165360087,0.051331324
Pisd,0.240458428,0.051419499
Pde4a,-0.204172299,0.051474613
Gm26461,-0.597126962,0.051572789
RP23-357D17.4,0.560347101,0.051658634
Mlxip,-0.33536277,0.05173561
Pdss1,0.280135385,0.051749108
Gjb4,0.631382784,0.051771337
Trim33,-0.407296405,0.051789047
Kif1bp,-0.10872506,0.051880157
Cfd,-0.553220376,0.051880157
Zfp1,-0.248135907,0.05188883
Tgfbr2,-0.205666948,0.051930167
Rhot1,0.169088333,0.051980872
Cul4a,-0.253739311,0.051980872
Fam65a,-0.188763794,0.052017184
Gm12940,-0.519951093,0.052025815
Gm13094,0.675820191,0.052070969
Tmem241,-0.279100288,0.052084615
Casp3,-0.301650696,0.052084615
Hpse,0.178121756,0.05210088
Myh3,-0.423343916,0.05211633
Gps2,0.229691079,0.052130277
Cog1,0.233717845,0.052185419
Myo15b,-0.600816993,0.052249507
Gramd1c,-0.642357011,0.052249507
Gm2606,0.532963519,0.052264796
Elfn2,-0.401058456,0.052264796
Ipp,-0.193570246,0.052314635
Katna1,0.21233086,0.0523663
Gm36936,-0.533200987,0.0523663
Pcnxl4,0.185036127,0.052370095
Ust,-0.271958425,0.052477135
Ptk2,-0.188601331,0.052502069
Ttc19,-0.158902309,0.052529256
Rsph3b,0.183358593,0.052725475
Arl11,-0.360401575,0.05284924
Actr3b,-0.400892602,0.052869196
AI661453,-0.260986411,0.05291628
Gm10131,0.471613579,0.05294718
Clasp1,-0.316347694,0.052970306
Osmr,-0.301630264,0.052970306
Clu,0.201157646,0.053252088
Rapgef1,-0.233947951,0.053253016
Gipc2,-0.292998711,0.05339951
Zfp575,0.429063289,0.053400064
Gm15708,-0.592915057,0.053574887
Zfp651,-0.181907056,0.053577691
Ube2q1,0.092497532,0.053595011
Rps18-ps1,0.551587288,0.053620016
Mbd2,0.114190562,0.053663198
RP23-175A22.1,-0.562676949,0.053715366
Ube2e1,0.196209158,0.0538052
Ppp1r12c,0.166137438,0.053859286
Itga11,-0.687727711,0.053897097
Kcnq1ot1,0.433053944,0.053964266
Gm12933,0.538954148,0.054043724
Pole2,0.180836452,0.05404569
Ralgapb,-0.372106126,0.054046951
Gm24407,-0.739398586,0.054087534
Brd8,-0.254791467,0.05410813
C030034I22Rik,0.347690293,0.054171089
Cers6,-0.309924155,0.054261585
Nup214,-0.316547065,0.054375756
Stard6,0.360828839,0.054425609
Gm7336,0.505520216,0.054461962
Cdk3-ps,-0.589104954,0.05447915
Gpd1,-0.581268392,0.05447915
Ptgis,-0.629121463,0.05447915
Prpf3,0.148544539,0.05447915
Rbpms2,0.168502515,0.054507926
Mtg2,0.22843772,0.054561672
Pink1,0.139148964,0.054638943
1700123O20Rik,-0.256052176,0.054656242
Neurl1b,-0.578117215,0.054663592
RP24-277J22.6,-0.575865873,0.054704101
Zfp688,0.272622364,0.054757745
Ly96,0.337836368,0.054797568
Pik3r4,-0.257129424,0.054797568
Ncoa2,-0.420489908,0.054803798
Hcfc1,-0.383201034,0.05481987
Gins1,0.223649922,0.054938919
Rsl24d1,0.291974055,0.054949594
Lrrn3,0.511754561,0.055054248
Dstyk,-0.364696546,0.055132304
F2,-0.571141168,0.055212625
Gtf2i,0.176750604,0.055212625
Plekha2,-0.256201082,0.055316108
Gm11598,0.59918286,0.055324856
Rps12l2,0.573282118,0.055325834
B3gat3,0.277269793,0.055342569
Stxbp4,-0.312124531,0.055358521
Rsf1,-0.186643691,0.055366396
Epb4.1l1,-0.224565048,0.055439128
Adgre1,0.532154874,0.05545653
Map2k5,-0.126734848,0.055476135
Pola2,-0.194071531,0.05549994
Gm18588,-0.472462727,0.055539824
Dhcr7,0.144072499,0.055583223
Tmem65,-0.164104285,0.055595219
Wwc2,-0.137144478,0.055661594
BC005537,-0.154242217,0.055665821
Oxr1,-0.323317342,0.055665821
Cdk18,0.564828111,0.055677166
Zfp180,-0.236191285,0.055677166
Gm12258,-0.551019156,0.055720791
Kalrn,-0.297055377,0.055720791
Batf,0.287154591,0.055727801
Katnal2,0.275187082,0.055727801
As3mt,0.19082139,0.05573957
Gm20490,0.469764325,0.05573957
Agpat6,-0.095630226,0.05573957
Vil1,-0.597011524,0.05588338
Gm11964,0.569650275,0.055884777
Gm7367,0.468900702,0.055898157
Gm15760,-0.597955001,0.05589898
Palld,-0.266085725,0.055901406
Cd99l2,-0.104809183,0.055913416
Adck4,0.224275293,0.055929994
Pde1b,-0.232321407,0.055969439
Rps13-ps6,-0.691858537,0.056146115
Bard1,0.183757779,0.056195299
Dnajc12,0.282997836,0.056270177
Lrp8os3,-0.555436076,0.056353147
Prkcdbp,0.241402534,0.056364498
Gm27219,0.581510277,0.056408074
Gm5561,0.570609256,0.056416431
Dna2,-0.375661706,0.056419584
Fbxo2,0.302045097,0.056476207
Gm8451,0.613020712,0.056488443
Rps6kb1,-0.157371795,0.05652972
Zfp687,-0.268351716,0.056667636
Snord23,0.524820901,0.056697962
Sdcbp2,0.37436809,0.056705989
Cpt1a,-0.320699138,0.056711228
Ccnb2-ps,-0.594882312,0.056711228
Aspg,0.272559026,0.056775112
Xpnpep3,-0.274939709,0.056811216
Phf11b,-0.408679756,0.05694375
Gm13668,0.620814147,0.056989569
Gm15470,-0.55796831,0.056998122
Zbtb37,-0.508814139,0.05713476
Smchd1,-0.370419577,0.05713476
Rbm41,-0.508932594,0.057186902
Utp14a,0.157522814,0.057228134
Gcdh,0.152283281,0.057251954
Fam122a,-0.450101941,0.05729719
Scg2,0.275961725,0.057303688
Ralb,0.150246866,0.057332595
Tmem126b,0.199664921,0.057370637
Gm26811,-0.586924591,0.057407988
Naga,0.179385647,0.057466658
Mettl23,0.285548162,0.057481882
Hnrnpa3,0.194777191,0.057481882
Toe1,-0.359605492,0.057531726
Slc4a3,-0.618344816,0.057532506
Fcgr3,-0.539836305,0.057655854
Mir7026,-0.602422523,0.057757312
Ndst1,-0.434374948,0.057761251
Gm8741,0.591978223,0.057807467
D6Ertd527e,-0.508788437,0.057899463
Espnl,-0.458079686,0.057956065
Trmt12,-0.546917265,0.05798579
Gm10177,0.519849066,0.057989742
Slc30a9,-0.134205925,0.057997655
Gucd1,-0.207912122,0.058023218
Sec22c,-0.172224347,0.058077796
Kifc2,-0.368252445,0.058348733
Nudt17,0.299460936,0.058348733
Ppm1l,-0.274505583,0.058433247
Khdrbs1,0.141252225,0.058441912
Nckap1,-0.294209969,0.05849548
9830147E19Rik,-0.370351639,0.058515954
Sh2d4a,-0.576722493,0.058669062
Eml6,-0.460824178,0.058676267
Twistnb,-0.258452612,0.058682619
Apc2,-0.349817018,0.058800181
Map1s,-0.109604248,0.058889427
Akt1s1,0.173298388,0.058906548
Gm14221,-0.567360242,0.058988514
F8a,-0.278253864,0.05901892
Gm13154,-0.31461977,0.059049793
2410002F23Rik,0.278241622,0.059093348
Rps6-ps3,0.531924534,0.05910188
Gm14091,-0.467736199,0.05913045
Phc2,0.130516949,0.05913045
Crtc2,0.152745492,0.059142499
B3gntl1,-0.244333577,0.059174116
Tnnc1,-0.591693987,0.059209809
Churc1,0.429515045,0.059272378
Sfxn1,0.121352849,0.059272378
Nup153,-0.429446328,0.059312366
Secisbp2,-0.153552319,0.059377597
Asah1,-0.166114434,0.059556637
Kmt2e,-0.254289601,0.059609709
Dhrs3,0.456280313,0.059621772
Mapk14,-0.176363926,0.059762426
Zbtb26,-0.374056629,0.060011914
Gm11934,0.518344145,0.060017464
1500015A07Rik,0.342016145,0.060036477
Opa1,-0.23156408,0.0600628
Maged1,-0.114433009,0.0600628
Gm6180,0.365696838,0.060125803
Gm25791,0.565656829,0.060147107
Tsnaxip1,-0.537233531,0.060262036
Gm16702,0.576175613,0.060347002
Tcf7l2,-0.240197898,0.060452341
Gpr161,-0.412856265,0.060536102
Gm8666,0.567869571,0.060536102
Msn,-0.273447214,0.060540004
Eri2,-0.317304954,0.060607497
Ddx17,-0.283228089,0.060648229
Glyctk,-0.555667701,0.060648229
Tlcd2,-0.426241253,0.060685467
Gm11464,0.559646782,0.060713332
Rita1,0.204430678,0.060772649
Gm13620,0.501038176,0.060859604
Tdp1,0.104157284,0.061218356
Fam136a,0.163095671,0.061218356
Chml,-0.42634312,0.061219891
Atp6v1c1,0.103998375,0.061225054
Cspg5,-0.622931382,0.061252338
Gm8357,0.520032121,0.061262535
Gm26555,-0.602278224,0.061285964
Slc5a11,-0.577615178,0.061309618
Phf2,-0.293433457,0.061373813
Gm11744,0.505752261,0.061399076
Haus2,-0.200876665,0.061399076
Rpl31-ps10,0.458055957,0.061399076
Tbc1d14,-0.238788033,0.061410124
Parvg,-0.536075783,0.061417017
Srsf6,0.210262094,0.061431381
Rnf208,0.420449838,0.061472932
Rny3,-0.578906801,0.061472932
Slc45a3,-0.289443219,0.061477102
Rufy2,-0.301582163,0.061477102
Zfp943,-0.416546843,0.061477102
Gm13608,0.542160642,0.061477102
Gm5177,0.589179363,0.061543121
Csl,-0.586855248,0.061543121
Micall1,-0.350623893,0.061543121
Wnk1,-0.387444127,0.061543121
Dbndd1,-0.437827898,0.061543121
Mpc1,0.209049333,0.061578528
Cenpo,-0.133274809,0.061730037
Gm17195,-0.576670507,0.061772755
Cobl,-0.721920807,0.061918519
Gm16364,-0.461529242,0.061963205
Ddx55,0.218135895,0.061995816
Gm5607,-0.544187042,0.061995816
Fam134b,-0.187675195,0.062044949
Cdkl4,-0.579686249,0.062052748
Rom1,0.392633867,0.062195633
Idua,0.116768379,0.062217073
Tnfaip1,-0.075504993,0.062223279
Ccdc176,0.433169685,0.062301471
1110017D15Rik,-0.581121778,0.062377031
Zfp446,-0.478548832,0.062435773
Gm37678,0.450390558,0.062448911
Gmeb1,0.171797285,0.062469292
Rpl5-ps1,0.556188337,0.062534979
Nphp3,-0.343720554,0.062574045
Synpo2,-0.414022315,0.062625389
Gm12031,0.503695985,0.062654929
Exoc6,-0.209023233,0.06266202
Cacna1i,-0.497983713,0.062729277
Vamp1,-0.313947201,0.06278204
Zeb2os,0.54653896,0.062803918
Gm14325,-0.278464974,0.062803918
Galnt16,-0.665036618,0.062847536
2810403D21Rik,0.361840553,0.06289396
Exoc5,-0.156929416,0.062895573
Gclc,-0.315887199,0.062895573
Rbmx2,0.300135474,0.06290287
Taz,-0.251030728,0.062939966
9430020K01Rik,-0.378868979,0.062948853
A530095I07Rik,0.403479237,0.062982937
E2f7,-0.280435258,0.063023078
H2-T24,-0.409049549,0.0630286
Grin3a,-0.593978619,0.063028837
Gm10359,0.511476086,0.063122038
Xpc,-0.095469424,0.063122038
Apcdd1,-0.290300756,0.063161286
Kbtbd11,0.52015994,0.063198501
Gm10518,-0.551439995,0.063240526
Dvl3,-0.337241241,0.063329251
Psrc1,0.467945972,0.063382581
Ano6,0.129903643,0.063402023
Fbxw9,-0.390774994,0.063539618
Hk1os,0.533202882,0.063560403
Rbm38,0.306799248,0.06356352
Kif1b,-0.34012649,0.063573939
Gm37090,-0.521278866,0.063588808
Fos,-0.4723666,0.063624033
Lama5,-0.365342196,0.063686225
Gm12396,0.535004351,0.063689351
B4galt3,0.207773677,0.06372632
3110057O12Rik,-0.456406945,0.063847219
Zfp64,-0.091235899,0.063955664
Rab6b,-0.118500651,0.063993969
Acsm3,-0.495827858,0.064036644
Fbxw10,-0.596570108,0.064053431
Gm9625,0.195424083,0.064061394
Epg5,-0.386714447,0.064112353
Fbxo21,-0.145867432,0.064215884
Gm7862,0.33021054,0.064225624
Slc13a3,0.527471752,0.064274445
Dlx3,0.296639192,0.064324875
Srr,-0.239273007,0.064379826
Fastkd3,-0.282284995,0.064407813
Actn4,0.135247719,0.064413567
Irf7,-0.273340256,0.064446458
Cntrob,0.151176257,0.064498231
Gm20563,0.560563989,0.064566337
Srgn,0.514936532,0.064644535
Trp53bp1,-0.301268205,0.064654326
Gm22154,0.565969754,0.064663956
Gm13033,0.48530792,0.06471653
Fgr,-0.530796764,0.06471653
Stac3,0.324912091,0.064779457
Taf1,-0.35782265,0.06481275
Fam107b,-0.200569099,0.064817971
Cpm,-0.193765711,0.064844732
Gm5808,-0.291360189,0.064844732
Gm9938,-0.537799503,0.064863711
Gm2531,0.40183805,0.06495191
Pdxdc1,-0.197692951,0.065008169
Wls,-0.187388072,0.065008169
Mob1a,-0.264987881,0.065015636
Ofd1,0.23357129,0.065015636
Gm6316,0.531296178,0.065023548
Dact2,-0.522035323,0.065023548
Dpp8,-0.357120558,0.065044142
Fcor,0.467112686,0.065055036
Gm11613,-0.252979409,0.065070902
Gm14326,-0.342291061,0.065117756
Gm14027,-0.490780136,0.065187343
9530082P21Rik,0.279942874,0.065309357
Usp10,-0.266311489,0.065309357
Gm37660,-0.557519017,0.065313396
Bet1,-0.179749964,0.06535676
Tmem214,-0.088074346,0.065391521
Nrm,0.209132498,0.065446517
Gm22362,-0.485215536,0.065486072
Gm38164,0.633494903,0.065492984
Tmem201,0.169597432,0.065492984
Aig1,0.224279869,0.065494484
Trnt1,-0.122326866,0.065564512
Gm8520,0.57772842,0.065564512
Gm27003,0.541001157,0.065619666
Myt1l,0.275307367,0.06565326
Map4k2,-0.198291053,0.065698979
Dusp27,-0.549892237,0.065783875
9030617O03Rik,0.221675799,0.065870018
Gm8984,0.583761352,0.0659143
Rps15a-ps5,0.46020713,0.066021537
Slc12a6,-0.216043996,0.066036025
Cdk7,-0.167517849,0.066178916
Megf10,-0.507854634,0.066197896
Tbc1d32,-0.31190422,0.066227804
Gm10658,0.461083986,0.066309862
Glcci1,-0.516665484,0.066350701
Pafah2,-0.219880642,0.066412547
Atg2b,-0.318763231,0.06642288
Slc25a43,0.319012995,0.066443596
Snap29,-0.116114453,0.066454468
6530402F18Rik,0.272391397,0.066513714
Plcxd1,0.568108363,0.066586715
Klf2,0.314946925,0.066586715
Fam3c,0.139758045,0.066603501
Pcmt1,0.172304096,0.066610197
Esyt2,-0.343018675,0.066696854
Vps11,0.123718824,0.066700858
Elavl1,0.150812741,0.066728614
Iars2,-0.199286176,0.066916872
Flrt3,-0.492427633,0.066951868
Gm4795,0.574611041,0.067009911
Pmvk,0.261538672,0.067009911
Dnajc3,-0.190808178,0.067022497
E430018J23Rik,-0.51951579,0.067075818
Rad23b,0.199014558,0.067166349
Casp9,-0.10500724,0.067299616
Sap30l,0.227945436,0.067310218
Gm24339,0.621309906,0.067365282
Ttc3,-0.205102442,0.067377569
Grid1,-0.295891503,0.067545335
Gstp1,0.347515762,0.067545335
Stx5a,-0.11983444,0.067545335
1110032A03Rik,0.307749141,0.067569706
Tmem62,0.270695996,0.06758968
BC006965,-0.45862025,0.067611103
Chrng,-0.565963019,0.067647921
